[36, 3, 8, 13, 3, 6.252679938744257, 7, 0, 0, 1.0, 1, 1, 0, 0, 0, 0, 0, 1]
[9, 0, 5, 15, 5, 6.2608365019011405, 20, 0, 1, 2.0, 3, 2, 0, 0, 0, 0, 0, 1]
[26, 4, 13, 16, 3, 6.273676360924683, 41, 1, 1, 5.0, 6, 3, 0, 0, 0, 0, 0, 1]
[14, 3, 5, 11, 4, 6.278966789667897, 18, 2, 3, 4.666666666666667, 9, 6, 0, 0, 0, 0, 0, 1]
[52, 4, 19, 15, 3, 6.288557213930348, 59, 1, 2, 6.0, 10, 3, 0, 0, 0, 0, 0, 1]
[11, 6, 5, 16, 4, 6.28984485190409, 11, 1, 2, 3.3333333333333335, 4, 3, 0, 0, 0, 0, 0, 1]
[9, 4, 6, 8, 4, 6.2866152768044845, 8, 0, 2, 4.0, 6, 3, 0, 0, 0, 0, 0, 1]
[28, 2, 14, 16, 3, 6.283161512027491, 33, 1, 1, 4.0, 4, 2, 0, 0, 0, 0, 0, 1]
[9, 5, 6, 14, 4, 6.282786885245901, 9, 0, 0, 2.0, 2, 1, 0, 0, 0, 0, 0, 1]
[28, 4, 15, 11, 3, 6.270777479892762, 23, 3, 3, 4.166666666666667, 6, 6, 0, 0, 0, 0, 0, 1]
[12, 3, 7, 16, 4, 6.27061170212766, 14, 2, 0, 5.25, 14, 4, 0, 0, 0, 0, 0, 1]
[4, 2, 2, 9, 5, 6.270557029177719, 1, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 1]
[37, 7, 23, 10, 3, 6.258899676375404, 26, 3, 4, 4.5, 6, 8, 0, 0, 0, 0, 0, 1]
[14, 3, 13, 16, 3, 6.269403463758819, 20, 2, 2, 4.5, 6, 4, 0, 0, 0, 0, 0, 1]
[10, 4, 9, 9, 4, 6.263224984066285, 5, 0, 1, 3.0, 3, 1, 0, 0, 0, 0, 0, 1]
[19, 2, 13, 8, 3, 6.248740554156171, 8, 3, 1, 3.5, 5, 4, 0, 0, 0, 0, 0, 1]
[6, 8, 6, 16, 4, 6.257841907151819, 19, 1, 1, 4.5, 5, 2, 0, 0, 0, 0, 0, 1]
[25, 2, 17, 11, 3, 6.252007411982706, 25, 3, 2, 4.5, 8, 6, 0, 0, 0, 0, 0, 1]
[7, 2, 7, 9, 6, 6.256457564575646, 12, 0, 2, 3.6666666666666665, 6, 3, 0, 0, 0, 0, 0, 1]
[15, 2, 13, 16, 4, 6.258988421694089, 25, 1, 2, 4.0, 6, 3, 0, 0, 0, 0, 0, 1]
[9, 6, 6, 11, 4, 6.258787878787879, 7, 3, 0, 6.0, 9, 3, 0, 0, 0, 0, 0, 1]
[5, 3, 5, 7, 4, 6.255589123867069, 1, 0, 1, 5.0, 5, 1, 0, 0, 0, 0, 0, 1]
[22, 0, 18, 14, 3, 6.246869409660107, 16, 3, 0, 3.75, 8, 4, 0, 0, 0, 0, 0, 1]
[2, 2, 2, 15, 5, 6.251340083382966, 9, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 1]
[35, 5, 27, 16, 4, 6.2607934655775965, 52, 4, 8, 5.214285714285714, 14, 14, 0, 0, 0, 0, 1, 1]
[13, 4, 12, 10, 4, 6.25825130283729, 13, 1, 3, 3.6, 6, 5, 0, 0, 0, 0, 0, 1]
[32, 3, 25, 12, 3, 6.247868106878909, 20, 1, 5, 4.857142857142857, 9, 7, 0, 0, 0, 0, 0, 1]
[8, 5, 8, 16, 4, 6.255800792303339, 19, 1, 0, 13.0, 13, 1, 0, 0, 0, 0, 0, 1]
[15, 4, 12, 9, 3, 6.245791245791246, 13, 0, 1, 3.0, 3, 1, 0, 0, 0, 0, 0, 1]
[15, 4, 9, 16, 4, 6.255982192543128, 27, 2, 2, 6.0, 14, 5, 0, 0, 0, 0, 0, 1]
[6, 4, 5, 7, 4, 6.252911813643927, 1, 0, 1, 3.0, 3, 1, 0, 0, 0, 0, 0, 1]
[23, 1, 19, 14, 3, 6.254654983570647, 29, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 1]
[11, 4, 9, 16, 5, 6.260751224823081, 15, 1, 1, 4.666666666666667, 6, 3, 0, 0, 0, 0, 0, 1]
[15, 7, 12, 7, 3, 6.248380129589632, 9, 0, 1, 3.0, 3, 1, 0, 0, 0, 0, 0, 1]
[5, 4, 5, 11, 4, 6.250403877221324, 5, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 1]
[7, 2, 7, 14, 5, 6.252682403433476, 13, 1, 0, 12.0, 12, 1, 0, 0, 0, 0, 0, 1]
[27, 3, 18, 10, 2, 6.2448439978847174, 25, 2, 0, 6.0, 7, 2, 0, 0, 0, 0, 0, 1]
[7, 3, 4, 9, 4, 6.243414120126449, 2, 0, 0, 1.5, 2, 2, 0, 0, 0, 0, 0, 1]
[14, 3, 10, 16, 3, 6.249476987447698, 32, 1, 2, 6.5, 13, 4, 0, 0, 0, 0, 0, 1]
[17, 5, 13, 9, 3, 6.24364955935718, 12, 2, 1, 3.0, 5, 4, 0, 0, 0, 0, 0, 1]
[7, 1, 4, 9, 5, 6.246900826446281, 10, 0, 1, 2.0, 3, 2, 0, 0, 0, 0, 0, 1]
[24, 3, 13, 16, 4, 6.253061224489796, 34, 0, 1, 4.0, 6, 2, 0, 0, 0, 0, 0, 1]
[11, 0, 7, 18, 4, 6.263825469304922, 22, 0, 0, 1.5, 2, 2, 0, 0, 0, 0, 0, 1]
[12, 2, 9, 11, 4, 6.257690368129097, 4, 1, 2, 3.0, 3, 3, 0, 0, 0, 0, 0, 1]
[21, 4, 13, 16, 3, 6.260978043912176, 25, 1, 1, 3.0, 4, 3, 0, 0, 0, 0, 0, 1]
[13, 1, 6, 15, 3, 6.261279127416956, 10, 0, 1, 1.0, 1, 1, 0, 0, 0, 0, 0, 1]
[28, 5, 23, 16, 3, 6.265525672371638, 32, 3, 4, 5.625, 14, 8, 0, 0, 0, 0, 0, 1]
[3, 2, 3, 10, 5, 6.2666015625, 4, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 1]
[21, 4, 14, 14, 3, 6.262928951184147, 18, 0, 1, 3.0, 3, 1, 0, 0, 0, 0, 0, 1]
[12, 4, 7, 14, 4, 6.271984622777511, 15, 1, 0, 3.0, 5, 2, 0, 0, 0, 0, 0, 1]
[15, 5, 11, 16, 3, 6.284351145038168, 36, 1, 0, 4.0, 4, 1, 0, 0, 0, 0, 0, 1]
[23, 7, 16, 12, 3, 6.281264747522417, 13, 1, 1, 4.25, 8, 4, 0, 0, 0, 0, 0, 1]
[7, 1, 4, 16, 5, 6.293508936970837, 27, 1, 0, 13.0, 13, 1, 0, 0, 0, 0, 0, 1]
[11, 3, 8, 16, 3, 6.305100608329433, 25, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 1]
[18, 2, 15, 14, 3, 6.303016241299304, 22, 0, 0, 1.5, 2, 2, 0, 0, 0, 0, 0, 1]
[14, 1, 11, 13, 3, 6.2987551867219915, 9, 0, 1, 1.5, 2, 2, 0, 0, 0, 0, 0, 1]
[20, 6, 12, 11, 3, 6.29693924166286, 25, 2, 0, 2.5, 4, 2, 0, 0, 0, 0, 0, 1]
[13, 2, 10, 18, 3, 6.30881017257039, 40, 1, 2, 7.0, 14, 3, 0, 0, 0, 0, 0, 1]
[5, 4, 4, 16, 5, 6.3176257362936115, 18, 0, 0, 1.0, 1, 1, 0, 0, 0, 0, 0, 1]
[17, 4, 14, 14, 3, 6.318345323741007, 19, 1, 0, 3.5, 5, 2, 0, 0, 0, 0, 0, 1]
[10, 2, 9, 11, 3, 6.312444046553268, 5, 0, 0, 1.0, 1, 2, 0, 0, 0, 0, 0, 1]
[22, 1, 13, 12, 3, 6.310283687943262, 18, 1, 0, 2.5, 4, 2, 0, 0, 0, 0, 0, 1]
[10, 4, 6, 16, 3, 6.316416593115623, 25, 2, 1, 3.6666666666666665, 5, 3, 0, 0, 0, 0, 0, 1]
[29, 5, 25, 8, 3, 6.303267973856209, 13, 2, 5, 3.4285714285714284, 6, 7, 0, 0, 0, 0, 1, 1]
[17, 6, 14, 16, 3, 6.3088235294117645, 33, 0, 1, 4.0, 6, 2, 0, 0, 0, 0, 0, 1]
[19, 2, 10, 12, 4, 6.318747318747318, 36, 0, 0, 1.0, 1, 2, 0, 0, 0, 0, 0, 1]
[23, 1, 17, 16, 3, 6.324129141886151, 46, 2, 0, 5.666666666666667, 11, 3, 0, 0, 0, 0, 0, 1]
