num_announcements, num_withdrawals, duplicate_announce, longest_aspath, shortest_aspath, avg_as_path, num_prepended_ases, tlong_events, tshort_events, avg_edit_distance, max_edit_distance, num_edited_paths, rare_as1, rare_as2, rare_as3, rare_as4, rare_as5, event_type, mrai
46, 3, 42, 15, 1, 5.269616026711185, 36, 0, 1, 7.0, 8, 2, 0, 0, 0, 0, 0,1,5
30, 4, 25, 9, 1, 5.264971482889734, 19, 0, 0, 1.0, 1, 2, 0, 0, 0, 0, 0,1,5
51, 5, 41, 12, 1, 5.263139246486359, 40, 7, 3, 2.5, 8, 16, 0, 0, 0, 0, 0,1,5
46, 3, 43, 17, 1, 5.265476330318337, 67, 0, 4, 2.4, 4, 5, 0, 0, 0, 0, 0,1,5
48, 4, 40, 12, 1, 5.264922322158626, 34, 3, 4, 2.3636363636363638, 5, 11, 0, 0, 0, 0, 0,1,5
84, 3, 60, 11, 1, 5.269288606130711, 59, 8, 6, 3.466666666666667, 6, 30, 0, 0, 0, 0, 0,1,5
34, 5, 31, 15, 1, 5.267772784883051, 32, 0, 1, 4.0, 8, 5, 0, 0, 0, 0, 0,1,5
49, 2, 42, 11, 1, 5.266269477543538, 27, 1, 2, 2.2222222222222223, 7, 9, 0, 0, 0, 0, 0,1,5
33, 1, 31, 10, 1, 5.265951375413765, 29, 0, 0, 2.0, 2, 1, 0, 0, 0, 0, 0,1,5
41, 5, 36, 17, 1, 5.267325607816406, 56, 3, 2, 2.375, 3, 8, 0, 0, 0, 0, 0,1,5
69, 3, 53, 13, 1, 5.270319017021756, 51, 3, 2, 1.9583333333333333, 5, 24, 0, 0, 0, 0, 0,1,5
37, 7, 32, 11, 1, 5.267063313875169, 22, 0, 0, 1.0, 1, 2, 0, 0, 0, 0, 0,1,5
53, 5, 47, 17, 1, 5.270170739872782, 64, 2, 5, 3.25, 8, 12, 0, 0, 0, 0, 0,1,5
53, 4, 50, 11, 1, 5.263368094075882, 12, 1, 0, 1.25, 3, 8, 0, 0, 0, 0, 0,1,5
23, 5, 23, 8, 1, 5.259378112205378, 4, 1, 1, 1.6666666666666667, 3, 3, 0, 0, 0, 0, 0,1,5
39, 2, 33, 17, 1, 5.258043190832966, 49, 1, 0, 1.6666666666666667, 2, 3, 0, 0, 0, 0, 0,1,5
50, 6, 45, 9, 1, 5.253342099495946, 16, 2, 2, 1.8571428571428572, 4, 7, 0, 0, 0, 0, 0,1,5
44, 1, 32, 10, 1, 5.2499454743729554, 17, 2, 2, 1.8888888888888888, 4, 9, 0, 0, 0, 0, 0,1,5
38, 3, 35, 11, 1, 5.246307558644657, 18, 0, 1, 2.2, 7, 5, 0, 0, 0, 0, 0,1,5
45, 5, 43, 15, 1, 5.245325840268022, 49, 1, 3, 2.8333333333333335, 8, 6, 0, 0, 0, 0, 0,1,5
37, 5, 35, 11, 1, 5.240365984930032, 13, 1, 3, 1.75, 2, 8, 0, 0, 0, 0, 0,1,5
59, 3, 50, 15, 1, 5.2371376617820085, 24, 4, 5, 2.125, 5, 16, 0, 0, 0, 0, 0,1,5
50, 2, 43, 17, 1, 5.240238323225875, 54, 3, 3, 2.238095238095238, 7, 21, 0, 0, 0, 0, 0,1,5
43, 5, 36, 10, 1, 5.239144249099767, 28, 2, 4, 2.3333333333333335, 5, 12, 0, 0, 0, 0, 0,1,5
53, 4, 37, 13, 1, 5.24518167456556, 60, 4, 4, 2.8461538461538463, 11, 13, 0, 0, 0, 0, 0,1,5
33, 4, 32, 15, 1, 5.244857262804366, 35, 1, 2, 3.2, 8, 5, 0, 0, 0, 0, 0,1,5
59, 5, 53, 12, 1, 5.241159904036716, 17, 1, 2, 1.7692307692307692, 4, 13, 0, 0, 0, 0, 0,1,5
67, 2, 58, 10, 1, 5.24756577584421, 61, 7, 6, 2.0, 4, 16, 0, 0, 0, 0, 0,1,5
42, 1, 37, 17, 1, 5.2507219471947195, 63, 2, 3, 2.4444444444444446, 5, 9, 0, 0, 0, 0, 0,1,5
49, 2, 47, 18, 1, 5.253155464340687, 36, 4, 3, 3.357142857142857, 15, 14, 0, 0, 0, 0, 0,1,5
47, 2, 46, 9, 1, 5.249080882352941, 28, 1, 1, 1.5555555555555556, 3, 9, 0, 0, 0, 0, 0,1,5
39, 8, 37, 15, 1, 5.247991048723426, 42, 1, 2, 3.8333333333333335, 8, 6, 0, 0, 0, 0, 0,1,5
40, 5, 31, 10, 1, 5.247593962111235, 26, 3, 2, 2.25, 4, 8, 0, 0, 0, 0, 0,1,5
31, 3, 27, 11, 1, 5.245707937790345, 18, 0, 0, 2.0, 2, 1, 0, 0, 0, 0, 0,1,5
48, 2, 45, 11, 1, 5.245226130653267, 18, 3, 2, 2.1666666666666665, 6, 12, 0, 0, 0, 0, 0,1,5
44, 3, 38, 17, 1, 5.247648589153492, 57, 2, 1, 2.0, 3, 5, 0, 0, 0, 0, 0,1,5
45, 5, 41, 12, 1, 5.247335391971312, 32, 1, 2, 2.3, 8, 10, 0, 0, 0, 0, 0,1,5
37, 2, 35, 15, 1, 5.247618102421596, 33, 3, 0, 3.6, 8, 5, 0, 0, 0, 0, 0,1,5
59, 5, 55, 10, 1, 5.245683275777011, 32, 0, 2, 1.5714285714285714, 6, 14, 0, 0, 0, 0, 0,1,5
51, 3, 47, 11, 1, 5.242096995876693, 36, 5, 5, 2.764705882352941, 7, 17, 0, 0, 0, 0, 0,1,5
36, 4, 30, 9, 1, 5.240363920954803, 14, 2, 1, 2.0, 3, 6, 0, 0, 0, 0, 0,1,5
43, 3, 36, 17, 1, 5.244520214320507, 59, 3, 2, 1.7777777777777777, 7, 9, 0, 0, 0, 0, 0,1,5
45, 5, 35, 14, 1, 5.2454898157129, 25, 2, 4, 2.3636363636363638, 7, 11, 0, 0, 0, 0, 0,1,5
41, 4, 38, 12, 1, 5.244807264998551, 43, 0, 2, 2.6, 4, 5, 0, 0, 0, 0, 0,1,5
31, 3, 24, 15, 1, 5.244365247543826, 31, 1, 3, 4.25, 8, 4, 0, 0, 0, 0, 0,1,5
52, 6, 47, 9, 1, 5.241326432815795, 17, 3, 2, 1.9090909090909092, 3, 11, 0, 0, 0, 0, 0,1,5
55, 5, 47, 12, 1, 5.240728382114597, 48, 3, 0, 3.125, 10, 8, 0, 0, 0, 0, 0,1,5
63, 7, 59, 17, 1, 5.2450720242608035, 103, 4, 4, 3.0, 5, 11, 0, 0, 0, 0, 0,1,5
52, 1, 52, 17, 1, 5.2423613730667675, 31, 3, 2, 2.0, 5, 10, 0, 0, 0, 0, 0,1,5
33, 3, 29, 11, 1, 5.244617843376892, 28, 2, 0, 2.25, 6, 8, 1, 0, 0, 0, 0,1,5
2, 4, 0, 8, 6, 6.299397590361446, 3, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,30
30, 3, 22, 14, 3, 6.300597014925373, 37, 1, 2, 3.0, 6, 4, 0, 0, 0, 0, 0,1,30
4, 2, 3, 8, 4, 6.2993440667859275, 1, 0, 1, 3.0, 3, 1, 0, 0, 0, 0, 0,1,30
20, 3, 13, 10, 3, 6.2993479549496145, 31, 1, 1, 5.0, 7, 2, 0, 0, 0, 0, 0,1,30
17, 6, 14, 11, 4, 6.3019758183426715, 20, 1, 1, 3.0, 6, 3, 0, 0, 0, 0, 0,1,30
17, 2, 10, 16, 3, 6.297828638497653, 15, 2, 4, 2.857142857142857, 5, 7, 0, 0, 0, 0, 0,1,30
24, 3, 20, 14, 3, 6.30011655011655, 23, 1, 2, 4.25, 6, 4, 0, 0, 0, 0, 0,1,30
9, 3, 2, 8, 4, 6.298169136878815, 2, 0, 2, 3.5, 4, 2, 0, 0, 0, 0, 0,1,30
28, 5, 18, 10, 3, 6.294032862496397, 20, 4, 3, 1.6666666666666667, 6, 9, 0, 0, 0, 0, 2,1,30
17, 1, 9, 16, 4, 6.2971887550200805, 19, 0, 2, 9.5, 13, 2, 0, 0, 0, 0, 1,1,30
18, 5, 13, 21, 3, 6.296232876712328, 23, 0, 1, 3.0, 3, 1, 0, 0, 0, 0, 0,1,30
21, 2, 18, 16, 3, 6.296170212765958, 24, 1, 4, 4.285714285714286, 6, 7, 0, 0, 0, 0, 0,1,30
6, 0, 5, 10, 6, 6.299065420560748, 10, 1, 0, 6.0, 6, 1, 0, 0, 0, 0, 0,1,30
23, 2, 18, 11, 3, 6.294597636465954, 28, 1, 1, 2.0, 3, 2, 0, 0, 0, 0, 0,1,30
8, 3, 7, 16, 5, 6.295620437956204, 9, 0, 0, 2.0, 2, 1, 0, 0, 0, 0, 0,1,30
5, 4, 4, 7, 4, 6.294084664984581, 0, 0, 1, 2.0, 3, 2, 0, 0, 0, 0, 0,1,30
27, 4, 19, 10, 3, 6.28881469115192, 21, 1, 4, 3.6666666666666665, 6, 6, 0, 0, 0, 0, 0,1,30
13, 10, 12, 16, 4, 6.291377876351539, 22, 1, 2, 2.6, 6, 5, 0, 0, 0, 0, 0,1,30
29, 5, 23, 13, 3, 6.28987898789879, 37, 4, 1, 5.142857142857143, 9, 7, 0, 0, 0, 0, 0,1,30
11, 6, 7, 15, 4, 6.289553057307376, 10, 2, 1, 4.333333333333333, 5, 3, 0, 0, 0, 0, 1,1,30
20, 3, 19, 16, 3, 6.286883010635397, 20, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,30
7, 5, 7, 10, 4, 6.287697332607512, 11, 0, 1, 4.0, 6, 2, 0, 0, 0, 0, 0,1,30
7, 4, 7, 14, 4, 6.289866883998913, 11, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,30
18, 5, 17, 13, 3, 6.291159772911597, 25, 1, 2, 4.4, 8, 5, 0, 0, 0, 0, 0,1,30
3, 4, 3, 7, 4, 6.290653700702323, 3, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,30
21, 1, 17, 16, 3, 6.294923448831588, 31, 0, 1, 6.0, 6, 1, 0, 0, 0, 0, 0,1,30
14, 3, 10, 14, 3, 6.295156542681295, 17, 0, 1, 3.3333333333333335, 6, 3, 0, 0, 0, 0, 0,1,30
15, 2, 5, 15, 5, 6.302238805970149, 34, 2, 5, 6.125, 10, 8, 0, 0, 0, 0, 0,1,30
33, 4, 25, 16, 3, 6.307529722589168, 39, 1, 3, 4.5, 9, 6, 0, 0, 0, 0, 0,1,30
14, 3, 12, 14, 4, 6.311660963411424, 31, 1, 2, 5.333333333333333, 7, 3, 0, 0, 0, 0, 0,1,30
25, 3, 18, 9, 3, 6.307792887029288, 15, 2, 2, 3.5, 5, 4, 0, 0, 0, 0, 0,1,30
7, 4, 6, 6, 4, 6.305925345862699, 0, 1, 0, 1.6666666666666667, 2, 3, 0, 0, 0, 0, 0,1,30
8, 3, 8, 16, 6, 6.313362854910133, 33, 2, 1, 7.333333333333333, 11, 3, 0, 0, 0, 0, 0,1,30
34, 1, 22, 15, 3, 6.314743093209398, 51, 0, 1, 1.3333333333333333, 2, 6, 0, 0, 0, 0, 0,1,30
10, 4, 9, 9, 5, 6.314962657738862, 8, 0, 1, 3.0, 3, 1, 0, 0, 0, 0, 0,1,30
4, 2, 3, 14, 4, 6.31643941342938, 13, 0, 1, 5.0, 5, 1, 0, 0, 0, 0, 0,1,30
29, 4, 24, 16, 3, 6.31435137895812, 27, 2, 1, 4.2, 8, 5, 0, 0, 0, 0, 0,1,30
3, 4, 3, 16, 7, 6.317683082418984, 11, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,30
25, 6, 17, 12, 3, 6.3161764705882355, 28, 1, 1, 3.75, 9, 4, 0, 0, 0, 0, 0,1,30
7, 6, 5, 8, 5, 6.31586940015186, 4, 0, 1, 3.0, 3, 1, 0, 0, 0, 0, 0,1,30
23, 2, 18, 14, 3, 6.314041268243583, 21, 1, 1, 2.6, 4, 5, 0, 0, 0, 0, 0,1,30
15, 0, 3, 14, 4, 6.323138631235898, 38, 4, 1, 6.0, 10, 7, 0, 0, 0, 0, 0,1,30
23, 2, 18, 16, 2, 6.3242771684945165, 33, 2, 1, 3.0, 4, 4, 0, 0, 0, 0, 0,1,30
4, 2, 3, 12, 6, 6.326195219123506, 13, 0, 1, 3.0, 3, 1, 0, 0, 0, 0, 0,1,30
22, 3, 15, 13, 3, 6.327389796929173, 29, 2, 0, 3.5, 4, 2, 0, 0, 0, 0, 0,1,30
8, 4, 7, 16, 6, 6.333662876915472, 25, 0, 2, 4.333333333333333, 6, 3, 0, 0, 0, 0, 0,1,30
7, 4, 5, 9, 3, 6.3318529484332595, 5, 2, 1, 2.6666666666666665, 4, 3, 0, 0, 0, 0, 0,1,30
25, 5, 20, 10, 3, 6.326875919568416, 17, 1, 2, 4.0, 6, 3, 0, 0, 0, 0, 0,1,30
4, 2, 4, 16, 6, 6.3312101910828025, 18, 1, 0, 4.0, 4, 1, 0, 0, 0, 0, 0,1,30
28, 4, 19, 13, 3, 6.331143552311436, 19, 1, 0, 3.0, 5, 2, 0, 0, 0, 0, 0,1,30
8, 4, 6, 14, 6, 6.335599805730937, 18, 0, 1, 3.0, 3, 1, 0, 0, 0, 0, 0,1,30
5, 2, 5, 16, 6, 6.340286199369391, 20, 0, 1, 6.0, 6, 1, 0, 0, 0, 0, 0,1,30
26, 5, 20, 11, 3, 6.335984574596289, 20, 2, 0, 4.0, 8, 4, 0, 0, 0, 0, 0,1,30
5, 3, 5, 8, 6, 6.336302359171882, 4, 1, 0, 6.0, 6, 1, 0, 0, 0, 0, 0,1,30
30, 4, 22, 16, 3, 6.333891013384322, 28, 2, 2, 4.333333333333333, 9, 6, 0, 0, 0, 0, 0,1,30
10, 1, 10, 10, 5, 6.336194563662374, 17, 0, 1, 3.0, 3, 1, 0, 0, 0, 0, 0,1,30
17, 3, 17, 14, 3, 6.341249109475184, 36, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,30
13, 3, 10, 12, 3, 6.3418560606060606, 11, 0, 1, 1.6666666666666667, 2, 3, 0, 0, 0, 0, 0,1,30
1, 2, 1, 11, 10, 6.342958579881657, 3, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,30
22, 4, 20, 11, 3, 6.34141747115611, 16, 3, 0, 4.25, 9, 4, 0, 0, 0, 0, 0,1,30
42, 2, 32, 16, 1, 5.324875165596658, 73, 5, 5, 4.714285714285714, 14, 14, 0, 0, 0, 0, 0,1,1
46, 4, 37, 12, 1, 5.322345065422456, 38, 2, 5, 2.3333333333333335, 5, 9, 0, 0, 0, 0, 0,1,1
46, 3, 45, 15, 1, 5.321655729429581, 54, 2, 1, 2.125, 8, 8, 0, 0, 0, 0, 0,1,1
47, 5, 36, 12, 1, 5.321744372990354, 53, 4, 3, 2.0, 3, 14, 0, 0, 0, 0, 0,1,1
24, 3, 23, 12, 1, 5.319667201283079, 22, 0, 1, 3.0, 3, 1, 0, 0, 0, 0, 0,1,1
38, 4, 29, 12, 1, 5.318653884561614, 38, 1, 1, 3.0, 9, 4, 0, 0, 0, 0, 0,1,1
60, 2, 36, 17, 1, 5.323903116934684, 79, 4, 4, 1.4583333333333333, 4, 24, 0, 0, 0, 0, 0,1,1
27, 2, 25, 8, 1, 5.320661320661321, 9, 0, 0, 1.0, 1, 1, 0, 0, 0, 0, 0,1,1
41, 4, 41, 12, 1, 5.3185762177085385, 25, 4, 1, 2.0, 8, 9, 0, 0, 0, 0, 0,1,1
35, 2, 32, 15, 1, 5.320919720939373, 51, 2, 5, 2.5, 8, 12, 0, 0, 0, 0, 0,1,1
44, 4, 35, 10, 1, 5.320418745719597, 25, 2, 1, 1.8571428571428572, 5, 7, 0, 0, 0, 0, 0,1,1
44, 6, 41, 9, 1, 5.3168046760837795, 13, 2, 1, 2.0, 5, 9, 0, 0, 0, 0, 0,1,1
54, 5, 45, 17, 1, 5.315631359627871, 57, 3, 3, 3.75, 7, 8, 0, 0, 0, 0, 0,1,1
38, 3, 34, 12, 1, 5.312059476682437, 23, 2, 0, 3.3333333333333335, 6, 3, 0, 0, 0, 0, 0,1,1
40, 4, 33, 10, 1, 5.310089448879484, 22, 1, 2, 3.0, 5, 4, 0, 0, 0, 0, 0,1,1
67, 2, 63, 15, 1, 5.308964067278287, 45, 2, 1, 2.8, 8, 5, 0, 0, 0, 0, 0,1,1
34, 5, 31, 11, 1, 5.307010859211278, 28, 2, 2, 2.8333333333333335, 6, 6, 0, 0, 0, 0, 0,1,1
39, 1, 36, 10, 1, 5.305115307962418, 29, 3, 2, 2.625, 5, 8, 0, 0, 0, 0, 0,1,1
34, 1, 30, 17, 1, 5.304606943524737, 34, 1, 1, 2.4, 3, 5, 0, 0, 0, 0, 0,1,1
34, 8, 30, 12, 1, 5.304761904761905, 40, 1, 1, 2.5714285714285716, 4, 7, 0, 0, 0, 0, 0,1,1
56, 5, 47, 12, 1, 5.304849451270988, 45, 3, 2, 2.4545454545454546, 6, 11, 0, 0, 0, 0, 0,1,1
36, 3, 34, 15, 1, 5.306908479012807, 47, 1, 2, 4.0, 8, 6, 0, 0, 0, 0, 0,1,1
53, 3, 46, 15, 1, 5.307813953488372, 54, 2, 3, 3.1, 9, 10, 0, 0, 0, 0, 0,1,1
24, 2, 22, 11, 1, 5.304715054761463, 16, 0, 0, 1.0, 1, 1, 0, 0, 0, 0, 0,1,1
38, 4, 36, 17, 1, 5.308453570107289, 83, 2, 3, 2.625, 5, 8, 0, 0, 0, 0, 0,1,1
34, 4, 34, 16, 1, 5.310344827586207, 64, 2, 3, 3.8333333333333335, 9, 6, 0, 0, 0, 0, 0,1,1
37, 5, 31, 12, 1, 5.309105945051916, 44, 4, 1, 2.8181818181818183, 9, 11, 0, 0, 0, 0, 0,1,1
37, 2, 32, 15, 1, 5.3092490842490845, 36, 1, 2, 4.25, 8, 4, 0, 0, 0, 0, 0,1,1
30, 1, 29, 10, 1, 5.304840182648402, 13, 1, 1, 3.25, 5, 4, 0, 0, 0, 0, 0,1,1
45, 5, 42, 12, 1, 5.3034106412005455, 28, 2, 3, 2.5, 8, 12, 0, 0, 0, 0, 0,1,1
56, 3, 50, 17, 1, 5.301511175459234, 58, 3, 1, 1.5555555555555556, 2, 9, 0, 0, 0, 0, 0,1,1
35, 5, 33, 9, 1, 5.29821396355764, 9, 2, 1, 2.0, 4, 8, 0, 0, 0, 0, 0,1,1
45, 4, 42, 8, 1, 5.294672536160273, 8, 1, 0, 1.4, 3, 5, 0, 0, 0, 0, 0,1,1
39, 6, 33, 15, 1, 5.294538943598925, 28, 2, 0, 3.0, 8, 5, 0, 0, 0, 0, 0,1,1
46, 6, 44, 12, 1, 5.29243937232525, 38, 2, 1, 2.0, 3, 9, 0, 0, 0, 0, 0,1,1
34, 2, 31, 10, 1, 5.291733333333333, 19, 2, 0, 1.2, 2, 5, 0, 0, 0, 0, 0,1,1
36, 5, 34, 17, 1, 5.2905369484316855, 35, 4, 0, 2.375, 7, 8, 0, 0, 0, 0, 0,1,1
37, 3, 35, 8, 1, 5.2879978804203835, 16, 0, 1, 2.0, 3, 4, 0, 0, 0, 0, 0,1,1
28, 2, 26, 10, 1, 5.286494581975156, 10, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,1
42, 6, 39, 6, 1, 5.282015272535768, 13, 2, 4, 1.9090909090909092, 4, 11, 0, 0, 0, 0, 0,1,1
41, 3, 39, 15, 1, 5.283190484519853, 47, 2, 3, 3.0, 8, 10, 0, 0, 0, 0, 0,1,1
25, 4, 21, 10, 1, 5.281612706169823, 9, 0, 1, 3.0, 3, 1, 0, 0, 0, 0, 0,1,1
48, 4, 45, 12, 1, 5.279308247153907, 34, 3, 2, 1.7, 3, 10, 0, 0, 0, 0, 0,1,1
46, 4, 35, 17, 1, 5.281225655673851, 61, 3, 4, 2.066666666666667, 4, 15, 0, 0, 0, 0, 0,1,1
35, 3, 33, 15, 1, 5.2803762512944425, 30, 0, 3, 3.0, 6, 4, 0, 0, 0, 0, 0,1,1
27, 2, 26, 9, 1, 5.277486009470512, 13, 2, 1, 1.8571428571428572, 3, 7, 0, 0, 0, 0, 0,1,1
61, 9, 43, 15, 1, 5.281860226104831, 78, 3, 5, 3.5454545454545454, 8, 11, 0, 0, 0, 0, 0,1,1
33, 6, 27, 9, 1, 5.280980442394739, 26, 3, 1, 1.6666666666666667, 3, 6, 0, 0, 0, 0, 0,1,1
43, 7, 38, 9, 1, 5.2805479918311775, 32, 1, 1, 1.8571428571428572, 3, 7, 0, 0, 0, 0, 0,1,1
51, 0, 45, 17, 1, 5.280691349656867, 50, 0, 2, 1.375, 3, 8, 0, 0, 0, 0, 0,1,1
49, 9, 46, 12, 1, 5.27969962875464, 31, 1, 2, 2.375, 7, 8, 0, 0, 0, 0, 0,1,1
47, 6, 39, 10, 1, 5.2786788805782, 33, 0, 1, 1.5555555555555556, 4, 9, 0, 0, 0, 0, 0,1,1
45, 9, 42, 15, 1, 5.280810448760884, 47, 4, 3, 2.4705882352941178, 8, 17, 0, 0, 0, 0, 0,1,1
39, 2, 36, 16, 1, 5.282650421430359, 58, 0, 2, 1.6, 3, 5, 0, 0, 0, 0, 0,1,1
38, 2, 31, 14, 1, 5.282006488644871, 28, 1, 1, 1.625, 4, 8, 0, 0, 0, 0, 0,1,1
69, 5, 58, 17, 1, 5.282133995037221, 65, 4, 9, 2.8333333333333335, 11, 24, 0, 0, 0, 0, 0,1,1
37, 3, 33, 10, 1, 5.281355652675847, 21, 1, 2, 2.0, 3, 5, 0, 0, 0, 0, 0,1,1
63, 6, 46, 18, 1, 5.284003281378179, 52, 4, 4, 3.3846153846153846, 10, 13, 0, 0, 0, 0, 0,1,1
70, 4, 59, 21, 1, 5.288172920065253, 75, 2, 1, 5.0, 15, 9, 0, 0, 0, 0, 0,1,1
59, 4, 51, 22, 1, 5.294179722380063, 90, 5, 1, 3.5, 15, 10, 0, 0, 0, 0, 0,1,1
66, 4, 22, 13, 3, 6.302013422818792, 83, 11, 6, 4.105263157894737, 8, 19, 0, 0, 0, 0, 0,1,5
28, 5, 13, 14, 4, 6.312346974466597, 59, 1, 2, 3.3333333333333335, 5, 3, 0, 0, 0, 0, 0,1,5
50, 5, 32, 15, 3, 6.3227913372292885, 59, 7, 4, 4.083333333333333, 9, 12, 0, 0, 0, 0, 0,1,5
16, 6, 10, 10, 3, 6.317948717948718, 8, 0, 2, 3.0, 3, 2, 0, 0, 0, 0, 0,1,5
11, 6, 10, 16, 3, 6.319482288828338, 20, 1, 1, 7.333333333333333, 14, 3, 0, 0, 0, 0, 0,1,5
33, 4, 17, 15, 3, 6.321320309868643, 36, 6, 4, 4.333333333333333, 7, 12, 0, 0, 0, 0, 0,1,5
3, 9, 1, 14, 6, 6.323687752355316, 6, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,5
23, 4, 20, 14, 3, 6.332220367278798, 44, 1, 1, 2.3333333333333335, 5, 3, 0, 0, 0, 0, 0,1,5
24, 5, 13, 12, 3, 6.334547863530971, 25, 1, 3, 5.0, 7, 4, 0, 0, 0, 0, 0,1,5
12, 6, 12, 6, 3, 6.328934345100627, 0, 0, 0, 2.0, 2, 1, 0, 0, 0, 0, 0,1,5
10, 4, 7, 16, 3, 6.334100624794475, 20, 1, 0, 4.0, 4, 1, 0, 0, 0, 0, 0,1,5
5, 3, 4, 7, 6, 6.334537097833224, 3, 0, 0, 2.0, 2, 1, 0, 0, 0, 0, 0,1,5
19, 0, 14, 16, 3, 6.344535073409462, 36, 5, 3, 6.888888888888889, 14, 9, 0, 0, 0, 0, 0,1,5
14, 2, 11, 11, 3, 6.347515427086717, 17, 1, 0, 1.0, 1, 1, 0, 0, 0, 0, 0,1,5
18, 5, 13, 9, 3, 6.345495640942848, 6, 0, 1, 3.0, 5, 3, 0, 0, 0, 0, 4,1,5
13, 4, 5, 10, 3, 6.344051446945338, 6, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,5
11, 9, 8, 16, 4, 6.346042934956745, 14, 0, 1, 5.0, 8, 2, 0, 0, 0, 0, 1,1,5
16, 2, 11, 10, 4, 6.345871852087982, 18, 1, 2, 4.666666666666667, 6, 3, 0, 0, 0, 0, 0,1,5
27, 1, 18, 16, 3, 6.349241466498103, 40, 2, 1, 6.333333333333333, 8, 3, 0, 0, 0, 0, 0,1,5
31, 6, 9, 14, 4, 6.36244131455399, 18, 1, 1, 2.0, 3, 2, 0, 0, 0, 0, 0,1,5
15, 4, 10, 13, 3, 6.36386292834891, 19, 1, 0, 3.0, 5, 2, 0, 0, 0, 0, 0,1,5
31, 6, 21, 16, 4, 6.365627892625732, 32, 2, 1, 6.2, 13, 5, 0, 0, 0, 0, 0,1,5
35, 5, 4, 11, 3, 6.3669108669108665, 51, 4, 10, 3.6875, 6, 16, 0, 0, 0, 0, 0,1,5
12, 3, 10, 10, 3, 6.366180048661801, 17, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,5
35, 7, 31, 17, 4, 6.385495034607283, 63, 0, 4, 4.75, 9, 4, 0, 0, 0, 0, 0,1,5
17, 5, 11, 12, 3, 6.385329341317365, 22, 2, 1, 5.75, 8, 4, 0, 0, 0, 0, 0,1,5
10, 3, 10, 11, 3, 6.383880597014925, 9, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,5
22, 6, 15, 16, 3, 6.389976275207592, 38, 2, 1, 4.25, 7, 4, 0, 0, 0, 0, 0,1,5
17, 1, 14, 9, 3, 6.388610209501328, 18, 0, 0, 2.0, 2, 1, 0, 0, 0, 0, 0,1,5
9, 4, 5, 15, 4, 6.393466745144202, 23, 1, 2, 4.333333333333333, 6, 3, 0, 0, 0, 0, 0,1,5
28, 5, 20, 14, 3, 6.4025102159953295, 67, 4, 3, 5.625, 12, 8, 0, 0, 0, 0, 0,1,5
28, 4, 15, 15, 3, 6.409090909090909, 46, 2, 4, 4.111111111111111, 9, 9, 0, 0, 0, 0, 0,1,5
31, 2, 21, 13, 3, 6.409469153515064, 47, 4, 7, 2.8461538461538463, 5, 13, 0, 0, 0, 0, 0,1,5
9, 3, 7, 15, 6, 6.413852318259874, 15, 0, 0, 2.0, 2, 2, 0, 0, 0, 0, 0,1,5
24, 6, 20, 16, 3, 6.414440022740194, 47, 1, 3, 5.4, 13, 5, 0, 0, 0, 0, 0,1,5
3, 4, 2, 13, 3, 6.415790968474865, 8, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,5
21, 3, 16, 15, 3, 6.420101637492942, 49, 2, 4, 5.5, 8, 6, 0, 0, 0, 0, 1,1,5
16, 1, 8, 10, 3, 6.417088251826869, 3, 0, 1, 3.0, 3, 1, 0, 0, 0, 0, 7,1,5
3, 3, 2, 9, 5, 6.41729851165403, 2, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,5
27, 3, 18, 16, 3, 6.420568561872909, 49, 2, 3, 5.6, 14, 5, 0, 0, 0, 0, 0,1,5
19, 3, 15, 15, 3, 6.420571111727197, 22, 1, 0, 4.5, 8, 2, 0, 0, 0, 0, 0,1,5
23, 3, 14, 11, 3, 6.418732782369146, 16, 1, 2, 3.5, 5, 4, 0, 0, 0, 0, 0,1,5
22, 4, 20, 16, 3, 6.420591456736035, 31, 1, 2, 8.666666666666666, 14, 3, 0, 0, 0, 0, 0,1,5
6, 0, 4, 12, 5, 6.423728813559322, 12, 1, 0, 5.0, 5, 1, 0, 0, 0, 0, 0,1,5
14, 5, 13, 13, 3, 6.42020697167756, 14, 0, 1, 9.0, 9, 1, 0, 0, 0, 0, 0,1,5
17, 2, 12, 16, 3, 6.427487123881811, 32, 1, 1, 4.666666666666667, 8, 3, 0, 0, 0, 0, 1,1,5
15, 3, 13, 11, 3, 6.427105831533478, 12, 1, 0, 1.5, 2, 2, 0, 0, 0, 0, 0,1,5
