[15, 2, 13, 16, 3, 6.458693941778128, 33, 0, 1, 6.0, 6, 1, 0, 0, 0, 0, 0, 1]
[17, 1, 8, 11, 3, 6.456919060052219, 13, 1, 2, 5.666666666666667, 8, 3, 0, 0, 0, 0, 0, 1]
[8, 4, 4, 8, 4, 6.455706096925482, 2, 0, 0, 2.0, 2, 1, 0, 0, 0, 0, 0, 1]
[16, 9, 8, 9, 3, 6.451478982874935, 10, 0, 0, 1.0, 1, 1, 0, 0, 0, 0, 0, 1]
[12, 5, 7, 16, 3, 6.45602690118986, 28, 2, 1, 8.0, 13, 3, 0, 0, 0, 0, 0, 1]
[24, 1, 12, 11, 3, 6.4580976863753214, 28, 2, 4, 4.5, 7, 6, 0, 0, 0, 0, 0, 1]
[17, 3, 5, 16, 4, 6.470437675966214, 54, 5, 4, 7.111111111111111, 14, 9, 0, 0, 0, 0, 0, 1]
[21, 2, 12, 11, 3, 6.470213849287169, 23, 3, 2, 5.571428571428571, 9, 7, 0, 0, 0, 0, 0, 1]
[23, 7, 11, 15, 3, 6.47658820551759, 43, 1, 0, 4.0, 6, 3, 0, 0, 0, 0, 0, 1]
[17, 6, 12, 15, 4, 6.480846774193548, 34, 1, 5, 7.5, 13, 6, 0, 0, 0, 0, 0, 1]
[22, 3, 13, 15, 3, 6.484711779448622, 36, 1, 0, 5.0, 5, 1, 0, 0, 0, 0, 0, 1]
[16, 5, 7, 12, 3, 6.480778831752372, 6, 2, 3, 3.6, 4, 5, 0, 0, 0, 0, 0, 1]
[17, 4, 6, 17, 5, 6.491175739497887, 49, 1, 4, 4.142857142857143, 12, 7, 0, 0, 0, 0, 0, 1]
[22, 5, 7, 10, 3, 6.492707045735476, 24, 3, 2, 4.166666666666667, 7, 6, 0, 0, 0, 0, 0, 1]
[13, 6, 7, 13, 3, 6.4931000492853626, 8, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 1]
[19, 4, 15, 16, 3, 6.494726514594064, 36, 3, 1, 5.25, 7, 4, 0, 0, 0, 0, 0, 1]
[15, 4, 11, 11, 3, 6.4904692082111435, 5, 3, 0, 3.75, 9, 4, 0, 0, 0, 0, 0, 1]
[15, 4, 8, 15, 4, 6.493060628195764, 20, 0, 2, 3.3333333333333335, 6, 3, 0, 0, 0, 0, 0, 1]
[24, 5, 10, 16, 3, 6.503510045993706, 62, 1, 2, 6.0, 11, 3, 0, 0, 0, 0, 0, 1]
[11, 3, 9, 6, 3, 6.4987928536938675, 0, 0, 0, 2.0, 2, 1, 0, 0, 0, 0, 1, 1]
[27, 2, 15, 14, 3, 6.499640201487167, 43, 6, 2, 6.125, 12, 8, 0, 0, 0, 0, 4, 1]
[21, 3, 18, 16, 3, 6.497136038186158, 24, 2, 0, 2.4, 5, 5, 0, 0, 0, 0, 0, 1]
[30, 3, 18, 14, 3, 6.495971563981042, 28, 3, 3, 2.625, 4, 8, 0, 0, 0, 0, 1, 1]
[14, 1, 5, 16, 4, 6.504015115729806, 32, 2, 1, 3.75, 6, 4, 0, 0, 0, 0, 0, 1]
[15, 5, 12, 14, 3, 6.503647917156978, 16, 2, 0, 4.0, 6, 2, 0, 0, 0, 0, 1, 1]
[22, 1, 15, 12, 3, 6.501756029033014, 30, 1, 2, 8.333333333333334, 10, 3, 0, 0, 0, 0, 0, 1]
[21, 5, 15, 13, 3, 6.499534016775396, 18, 4, 1, 4.166666666666667, 9, 6, 0, 0, 0, 0, 0, 1]
[11, 6, 2, 20, 6, 6.507088078085057, 34, 1, 2, 7.4, 17, 5, 0, 0, 0, 0, 0, 1]
[15, 1, 9, 22, 3, 6.514358499305234, 52, 2, 1, 8.333333333333334, 11, 3, 0, 0, 0, 0, 0, 1]
[12, 5, 6, 13, 4, 6.514087759815243, 12, 0, 1, 9.0, 9, 1, 0, 0, 0, 0, 0, 1]
